text,topic,summary
"

	He stepped as close to the edge as he dared. The hand doubled as if in imprecation, shaking savagely in the face of that force which leaves its creatures to immutable law; then spread wide again, clutching, expanding, crying for help as audibly as the human voice.",the striding place_segment_15.txt," The hand doubled as if in imprecation, shaking savagely in the face of that force which leaves its creatures to immutable law . Then spread wide again, clutching, expanding, crying for help ."
"

	He was roused by a firm grip on his shoulder, and started up to meet his old friend's tired but kindly eyes.

	'But how is this?' cried M. Dupont, in genuine surprise. 'It cannot be that you have finished the great work in three months? I did not expect to see you for another two. But of a certainty you write with more and more facility--'",the sacrificial alter_segment_77.txt," He was roused by a firm grip on his shoulder, and started up to meet his old friend's tired but kindly eyes . 'But how is this?' cried M. Dupont, in genuine surprise . 'It cannot be that"
"

	'Don't you mind about it. I'm going to learn to mend shoes. Mr. Pegget says he'll teach me. That doesn't need legs, and he gets enough to live on very well.'

	'It isn't pretty work. Nanna can teach you to braid straw as she did at home; that is easy and nice, and the baskets sell very well, she says. I shall speak to her about it, and you can try to-morrow when you come.'",a hole in the wall_segment_63.txt," I'm going to learn to mend shoes. Mr. Pegget says he'll teach me. That doesn't need legs, and he gets enough to live on very well . Nanna can teach you to braid straw as she"
"

	The woman was civil, but grim and cool. Her eye was unsympathetic, her manner business-like, her tone such as one uses to a refractory child, half-soothing, half-commanding. I conceived a dislike to her at once, and resolved to escape at all hazards, for my uncleâs inexplicable movements filled me with alarm. Hannah had left my door open, a quick glance showed me another door also ajar at the end of a wide hall, a glimpse of green, and a gate. My plan was desperately simple, and I executed it without delay. Affecting to eat, I presently asked the woman for my handkerchief from the bed. She crossed the room to get it. I darted out, down the passage, along the walk, and tugged vigorously at the great bolt of the gate, but it was also locked. In despair I flew into the garden, but a high wall enclosed it on every side; and as I ran round and round, vainly looking for some outlet, I saw Hannah, accompanied by a man as gray and grim as herself, coming leisurely toward me, with no appearance of excitement or displeasure. Back I would not go; and, inspired with a sudden hope, swung myself into one of the firs that grew close against the wall. The branches snapped under me, the slender tree swayed perilously, but up I struggled, till the wide coping of the wall was gained. There I paused and looked back. The woman was hurrying through the gate to intercept my descent on the other side, and close behind me the man, sternly calling me to stop. I looked down; a stony ditch was below, but I would rather risk my life than tamely lose my liberty, and with a flying leap tried to reach the bank; failed, fell heavily among the stones, felt an awful crash, and then came an utter blank.",a whisper in the dark_segment_148.txt," Hannah had left my door open, a door also ajar at the end of a wide hall, a glimpse of green, and a gate . I darted out, down the passage, along the walk, and tugged vigorously at"
"

	A bed of splendid tulips tossed their gay garments in the middle of a grass-plot; a strange and brilliant bird sat dressing its feathers on a golden cage; a little white dog dozed in the sun; and on a red carpet under the trees lay the Princess, fast asleep.",a hole in the wall_segment_28.txt, A bed of splendid tulips tossed their gay garments in the middle of a grass-plot . A strange and brilliant bird sat dressing its feathers on a golden cage . A little white dog dozed in the sun; and on a red
"

	'The fiery black horses stood neighing in the stables; they were worth looking at, and they were looked at to some purpose too. An admiral was sent from the King to look at the new man-of-war, with a view to purchasing it. The admiral was loud in his admiration of the horses. I heard all he said,' added the wind. 'I went through the open door with the gentlemen and scattered the straw like gold before their feet. Waldemar Daa wanted gold; the admiral wanted the black horses, and so he praised them as he did; but his hints were not taken, therefore the ship remained unsold. There it stood by the shore covered up with boards, like a Noah's Ark which never reached the water. Whew! whew! get along! get along! It was a miserable business. In the winter, when the fields were covered with snow and the Belt was full of ice-floes which I drove up on to the coast,' said the wind, 'the ravens and crows came in flocks, the one blacker than the other, and perched upon the desolate, dead ship by the shore. They screamed themselves hoarse about the forest which had disappeared, and the many precious birds' nests which had been devastated, leaving old and young homeless; and all for the sake of this old piece of lumber, the proud ship which was never to touch the water! I whirled the snow about till it lay in great heaps round the ship. I let it hear my voice, and all that a storm has to say, I know that I did my best to give it an idea of the sea. Whew! whew!'",the winds tale_segment_12.txt," An admiral was sent from the King to look at the new man-of-war, with a view to purchasing it . But his hints were not taken, therefore the ship remained unsold . Waldemar Daa wanted gold"
"

	'No, I must go; for mother told me to, and my father will be glad to have me. I'm not afraid, for every one is good to me,' said Rosy, gratefully.",rosys journey_segment_4.txt," Rosy says she must go; for mother told me to, and my father will be glad to have me . 'I'm not afraid, for every one is good to me,' she says ."
"

	Prometheus. Go, go. But why this haste to end your days?

	Ahasverus. The haste of a man who has lived for thousands of years. Yes, thousands of years. Men who existed scarcely scores of them invented a feeling of ennui, tedium vitae, which they could never know, at least in all its implacable and vast reality, because it is necessary to have journeyed through all the generations and all the cataclysms to feel that profound surfeit of existence.",life_segment_6.txt, The haste of a man who has lived for thousands of years is the haste to end your days . Men who existed scarcely scores of them invented a feeling of ennui .
"

	'You may, Ruth, for I do sincerely admire the most genuine girl I have seen for a long time. And walking here with you in your bridal white I was just asking myself if I should not be a happier man with a home of my own and a little wife hanging on my arm than drifting about the world as I do now with only myself to care for.'",a country christmas_segment_131.txt, 'I was just asking myself if I should not be a happier man with a home of my own and a little wife hanging on my arm than drifting about the world'
"

	âSybil, it is Guy! lie still, poor child, you are safe at last.â

	Then I knew that my surest refuge was gained, and, too weak for words, clung to him in an agony of happiness, which brought to his kind eyes the tears I could not shed.",a whisper in the dark_segment_175.txt," It is Guy! lie still, poor child, you are safe at last.â Then I knew that my surest refuge was gained, and clung to him in an agony of happiness ."
"

	Vasily alone attracted attention. Even in such a group he was extraordinary and dreadful. Werner was moved, and said in a low voice to Musya, with deep anxiety:

	'What is the matter with him, Musya? Is it possible that he has . . .? Really, we must speak to him.'",the seven that were hanged_segment_216.txt," Werner was moved, and said in a low voice to Musya, with deep anxiety: 'What is the matter with him, Musya? Is it possible that he has . Really, we must speak to him'"
"

	'What is this, then? What a divine spectacle!' said he slowly.

	He arose involuntarily and straightened up, as if in presence of the Supreme Being. And, annihilating the walls, annihilating space and time, by the force of his all-penetrating look, he cast his eyes into the depths of the life that he had quitted.",the seven that were hanged_segment_206.txt," He arose involuntarily and straightened up, as if in presence of the Supreme Being . 'What is this, then? What a divine spectacle!' said he slowly ."
"

	Ahasverus. What do you know of my life? Nothing; you are ignorant of human existence.

	Prometheus. I, ignorant of human life? How laughable! Come, perpetual man, explain yourself. Tell me everything; you left Jerusalem ...",life_segment_9.txt," Prometheus: ""What do you know of my life? Nothing; you are ignorant of human existence"" Prometheus: I, ignorant of life? How laughable! Come, perpetual man, explain yourself."""
"

	'The king's daughter lives there,' she replied; 'it has been prophesied that she will be very unhappy about a lover, and therefore no one is allowed to visit her, unless the king and queen are present.'",the flying trunk_segment_1.txt," 'It has been prophesied that she will be very unhappy about a lover, and therefore no one is allowed to visit her, unless the king and queen are present'"
"

	The greedy Monkey followed the Fox to the trap. As soon as he saw the meat he grasped eagerly for it, only to find himself held fast in the trap. The Fox stood off and laughed.",the fox and the monkey_segment_2.txt," The greedy Monkey followed the Fox to the trap . As soon as he saw the meat he grasped eagerly for it, only to find himself held fast ."
"

	Prometheus. Hercules.

	Ahasverus. Hercules ... See whether he will repeat his service now that you are to be bound anew.",life_segment_19.txt, Hercules ... See whether he will repeat his service now that you are to be bound anew .
"

	âPoets say it is sweet to give up liberty for love, and they ought to know,â answered Guy, with a sidelong glance.",a whisper in the dark_segment_54.txt," Poets say it is sweet to give up liberty for love, and they ought to know, says Guy ."
"

	'They are only dreams,' said the Raven. 'They come to fetch the thoughts of the high personages to the chase; 'tis well, for now you can observe them in bed all the better. But let me find, when you enjoy honor and distinction, that you possess a grateful heart.'",the snow queen_segment_76.txt," 'They are only dreams,' said the Raven . 'They come to fetch the thoughts of the high personages to the chase,' he said ."
"

	'So my little girl wanted to be a Christmas spirit too, and make this a happy day for those who had not as many pleasures and comforts as she has. She likes surprises, and we planned this for you all. She shall play the good fairy, and give each of you something from this tree, after which every one will find her own name on a small tree, and can go to enjoy it in her own way. March by, my dears, and let us fill your hands.'",a christmas dream and how it came to be true_segment_61.txt," 'So my little girl wanted to be a Christmas spirit too, and make this a happy day for those who had not as many pleasures and comforts as she has. She likes surprises, and we planned this for you all. She"
"It was the night the dear Christ-Child came to Bethlehem. In a country far away from Him, an old, old woman named Babouscka sat in her snug little house by her warm fire. The wind was drifting the snow outside and howling down the chimney, but it only made Babouscka's fire burn more brightly.

	'How glad I am that I may stay indoors,' said Babouscka, holding her hands out to the bright blaze.",the legend of babouscka_segment_0.txt, Babouscka sat in her snug little house by her warm fire in Bethlehem . The wind was drifting the snow outside and howling down the chimney .
"

	'When?'

	'To-morrow morning,' answered Sergey.

	The mother looked at the ground, biting her lips, as if she heard nothing. And she seemed to continue to bite her lips as she let fall these simple words:",the seven that were hanged_segment_114.txt," The mother looked at the ground, biting her lips, as if she heard nothing . She seemed to continue to bite her lips as she let fall these simple words: 'To-day morning,' she said ."
"One day as the Lion walked proudly down a forest aisle, and the animals respectfully made way for him, an Ass brayed a scornful remark as he passed.",the lion and the ass_segment_0.txt," The Ass brayed a scornful remark as he passed . One day as the Lion walked proudly down a forest aisle, and the animals respectfully made way for him ."
"

	A shimmering thread of sun-gold wove through the branches and dipped low to see what was happening. Far in the east a crane-pheasant called to its mate. The wind soared lonely and chilly.",the dance on the hill_segment_34.txt, A shimmering thread of sun-gold wove through the branches and dipped low to see what was happening . Far in the east a crane-pheasant called to its mate .
"

	'Many thanks, madam; you have discovered my weak point with surprising accuracy. But you see I cannot help 'picking folks to pieces,' as you have expressed it; that is my gift, and it has its attractions, as the sale of my books will testify. People like the 'spice-bread,' and as that is the only sort my oven will bake, I must keep on in order to make my living.'",a country christmas_segment_55.txt," 'People like the 'spice-bread,' and as that is the only sort my oven will bake, I must keep on in order to make my living'"
"

	               Add  The Crushed Flower to your library.     ",the crushed flower_segment_56.txt, Add  The Crushed Flower to your library's library.    Add a new collection of books to your collection. Add a collection of classic works of fiction.
"

	You may also enjoy reading the parody poem of this fable, titled The Ambitious Fox and the Unapproachable Grapes.

	               Add  The Fox And The Grapes to your library.     ",the fox and the grapes_segment_3.txt," The Ambitious Fox and the Unapproachable Grapes are a fable fable . The Fox And The Grapees is a parody poem of this fable, titled The Am ambitious Fox and The Unattached Grap"
"

	My petulance seemed to amuse him, and I became aware that he was observing me with a scrutiny as keen as my own had been; but I smilingly sustained it, for my vanity was pleased by the approbation his eye betrayed. The evident interest he now took in all I said and did was sufficient flattery for a young thing, who felt her charms and longed to try their power.",a whisper in the dark_segment_6.txt," The evident interest he now took in all I said and did was sufficient flattery for a young thing, who felt her charms and longed to try them ."
"

	The day was rushing fast, like a cat that is chased by a dog. Like forerunners of the coming great festival, certain messengers appeared with notes, wonderfully tasty cakes were brought, the dressmaker came and locked herself in with mamma in the bedroom; then two gentlemen arrived, then another gentleman, then a lady--evidently the entire city was in a state of agitation. Yura examined the messengers as though they were strange people from another world, and walked before them with an air of importance as the son of the lady whose birthday was to be celebrated; he met the gentlemen, he escorted the cakes, and toward midday he was so exhausted that he suddenly started to despise life. He quarrelled with the nurse and lay down in his bed face downward in order to have his revenge on her; but he fell asleep immediately. He awoke with the same feeling of hatred for life and a desire for revenge, but after having looked at things with his eyes, which he washed with cold water, he felt that both the world and life were so fascinating that they were even funny.",the crushed flower_segment_26.txt," Yura examined the messengers as though they were strange people from another world, and walked before them with an air of importance as the son of the lady whose birthday was to be celebrated . He met the gentlemen, he escorted the cakes"
"

	'Do you know him, Robert? Does he mean you?'

	'Lord, no, Ma'am; they all own half a dozen Bobs: but hearin' my name woke me; that's all.'",the brothers_segment_28.txt," 'Lord, no, Ma'am; they all own half a dozen Bobs: but hearin' my name woke me; that's all.'"
"

	'Got four, but don't see how we'll ever cook 'em; no frying-pan,' grumbled Billy, throwing down the four little trout, which he had half cleaned.

	'Don't want any. Broil 'em on the coals, or toast 'em on a forked stick. I'll show you how,' said cheerful Tommy, whittling away, and feeding his fire as much like a real hunter as a small boy could be.",how they ran away_segment_19.txt," Billy and Tommy had four trout, but don't see how we'll ever cook 'em; no frying-pan,' grumbled Billy . 'Don't want any. Broil 'em on the coals, or toast 'em"
"

	'Hail, the conquering hero comes!'

	Rather scared by his unexpected success, the boy sat silent for a moment to see what would happen. But all was still; and presently, with a beating heart, Johnny leaned forward to enjoy the long-desired 'peek.' He could not see much; but that little increased his curiosity and delight, for it seemed like looking into fairy-land, after the dust and noise and dingy houses of the court.",a hole in the wall_segment_27.txt," Rather scared by his unexpected success, the boy sat silent for a moment to see what would happen . But all was still; and presently, with a beating heart, Johnny leaned forward to enjoy the long-desired 'peek'"
"

	The sun appeared above the sea. . . .

	They placed the bodies in boxes, and started off with them. With elongated necks, bulging eyes, and blue tongues protruding from their mouths, the dead retraced the road by which, living, they had come.

	And the snow was still soft, and the air of the forest was still pure and balmy.

	On the white road lay the black rubber that Sergey had lost. . . .

	Thus it was that men greeted the rising sun.

	               Add  The Seven That Were Hanged to your library.     ",the seven that were hanged_segment_298.txt," With elongated necks, bulging eyes, and blue tongues protruding from their mouths, the dead retraced the road by which, living, they had come . The sun appeared above the sea ."
"

	I could easily understand how a man with an unhealthy, sensitive nature, overwhelmed by sudden calamity, might take refuge in some forlorn place like this old tavern, and dream his life away. To such a manâbrooding for ever on what might have been, and dwelling only in the realm of his fanciesâthe actual world might indeed become as a dream, and nothing seem real but his illusions.

	205I daresay that thirteen years of Bayleyâs Four Corners would have its effect upon me; though instead of conjuring up golden-haired children of the Madonna, I should probably see gnomes and kobolds and goblins engaged in hoisting false signals and misplacing switches for midnight express trains.",miss mehetabels son_segment_20.txt," An unhealthy, sensitive nature, overwhelmed by sudden calamity, might take refuge in some forlorn place like this old tavern, and dream his life away . To such a man, the actual world might indeed become as a dream,"
"

	It was at the beginning of May that they set cut, and they did not return till the May of the following year; and then only three of them appeared. The fourth did not report herself, nor was there any intelligence of her, though the day of trial was close at hand.",soup on a sausage peg_segment_3.txt," It was at the beginning of May that they set cut, and they did not return till the May of the following year . The fourth did not report herself ."
"

	Suddenly father heaved a loud sigh and stirred. Yura walked away quietly. And then all was the same as ever. No one would have learned of this; but the image of the enormous, mysterious and charming man who was his father and who was crying remained in Yura's memory as something dreadful and extremely serious. And, if there were things of which he did not feel like speaking, it was absolutely necessary to say nothing of this, as though it were something sacred and terrible, and in that silence he must love father all the more. But he must love so that father should not notice it, and he must give the impression that it is very jolly to live on earth.",the crushed flower_segment_17.txt," The image of the enormous, mysterious and charming man who was his father and who was crying remained in Yura's memory ."
"A Crab one day grew disgusted with the sands in which he lived. He decided to take a stroll to the meadow not far inland. There he would find better fare than briny water and sand mites. So off he crawled to the meadow. But there a hungry Fox spied him, and in a twinkling, ate him up, both shell and claw.

	Be content with your lot.

	               Add  The Fox And The Crab to your library.     ",the fox and the crab_segment_0.txt," A Crab one day grew disgusted with the sands in which he lived . He decided to take a stroll to a meadow not far inland . But there a hungry Fox spied him, and in a twinkling, ate him up"
"

	He quickly made the round of his cell; and, to the great astonishment of the soldier who was watching him through the grating, he entirely undressed and went through the eighteen exercises with scrupulous exactness. He bent and straightened up his young body which had grown a little thin; he stooped, inhaling and exhaling the air; he raised himself on tiptoe, and moved his arms and legs.",the seven that were hanged_segment_177.txt," He quickly made the round of his cell; and, to the great astonishment of the soldier who was watching him through the grating, he entirely undressed and went through the exercises with scrupulous exactness ."
"

	'Do you cry?'

	'No! I'm too big for that. I whistle.'

	'I know I shall like you, because you are brave!' cried the impetuous voice, with its pretty accent; and then an orange came tumbling through the hole, as if the new acquaintance longed to do something to help the 'ache.'

	'Isn't that a rouser! I do love 'em, but mother can't afford 'em often.' And Johnny took one delicious taste on the spot.

	'Then I shall give you many. We have loads at home, much finer than these. Ah, you should see our garden there!'

	'Where do you live?' Johnny ventured to ask; for there was a homesick sound to the voice as it said those last words.",a hole in the wall_segment_46.txt," 'I know I shall like you, because you are brave!' cried the impetuous voice, with its pretty accent . An orange came tumbling through the hole, as if the new acquaintance longed to do something to help the"
"

	'Perhaps the river will carry me to little Kay,' said she; and then she grew less sad. She rose, and looked for many hours at the beautiful green banks. Presently she sailed by a large cherry-orchard, where was a little cottage with curious red and blue windows; it was thatched, and before it two wooden soldiers stood sentry, and presented arms when anyone went past.

	Gerda called to them, for she thought they were alive; but they, of course, did not answer. She came close to them, for the stream drifted the boat quite near the land.",the snow queen_segment_32.txt," Gerda called to them, for she thought they were alive; but they, of course, did not answer . 'Perhaps the river will carry me to little Kay,' said Gerda ."
"

	âI have never seen you, never heard your name, yet I know that you are young, that you are suffering, and I try to help you in my poor way. I think you are not crazed yet, as I often am; for your voice is sane, your plaintive singing not like mine, your walking only caught from me, I hope. I sing to lull the baby whom I never saw; I walk to lessen the long journey that will bring me to the husband I have lost,âstop! I must not think of those things or I shall forget. If you are not already mad, you will be; I suspect you were sent here to be made so; for the air is poison, the solitude is fatal, and Karnac remorseless in his mania for prying into the mysteries of human minds. What devil sent you I may never know, but I long to warn you. I can devise no way but this; the dog comes into my room sometimes, you sometimes pause at my door and talk to him; you may find the paper I shall hide about his collar. Read, destroy, but obey it. I implore you to leave this house before it is too late.â",a whisper in the dark_segment_170.txt," ""I have never seen you, never heard your name, yet I try to help you in my poor way. I think you are not crazed yet, as I often am; for your voice is sane, your plaintive singing"
"

	Suddenly he knew that she was awake. She not only attempted to leap upward, but her strong hands clutched the pillow frantically. He had not thought of her arms, of those strong, shapely hands he had admired. With a quick catlike leap he was on her chest, his knees hard against her lungs; he caught her hands in one of his, pressing his other arm along that portion of the pillow that covered her nose and mouth. The blood was running swiftly through his veins. His head was light and full of pleasant noises. Suddenly he realized that the tense, strong young body of the girl was relaxing, and he felt a joy so fierce, so profound, so complete, that he could have shouted aloud a welcome to his liberated soul and passions as they tore through those ice barriers at last and found their transports in this sublime act of taking life.",the sacrificial alter_segment_54.txt," He had not thought of her arms, of those strong, shapely hands he had admired . With a quick catlike leap he was on her chest, his knees hard against her lungs ."
"

	'There is no room left, officer!' he declared to the fatigued and irritated policeman. 'See to it that I travel comfortably, otherwise I will not go with you! Rather hang me right here, to the lamp-post! Oh, the scoundrels, what a carriage they have given me! Do you call this a carriage? The devil's guts, yes, but not a carriage!'",the seven that were hanged_segment_254.txt," 'There is no room left, officer!' he declared to the fatigued and irritated policeman ."
"

	'Thank you, Sir.'

	Perhaps it was fancy, but I thought that in the look of mingled surprise and something like reproach which he gave me there was also a trace of grateful pleasure. But he said, in that tone of spiritless humility these poor souls learn so soon,--

	'I a'n't a white man, Ma'am, I'm a contraband.'

	'Yes, I know it; but a contraband is a free man, and I heartily congratulate you.'",the brothers_segment_11.txt," 'I a'n't a white man, Ma'am, I'm a contraband,' he said, in tone of spiritless humility . 'A contraband is a free man, and I heartily congratulate you,' he"
"

	She came on without haste, leaned smack against the tree, and tried to reach around it, right and left, with her murderous claws. But the tree was too stout, and for the moment the hillman was safe.

	He smiled. Then he frowned. For the sun was rising higher, and he had to reach Ghuzniâthe doctorâand back yonder Azeena was dying...

	'Unclean spawn of filth!' he cried. 'Large and stinking devil!'âand quite suddenly, watching his chance, he flashed his dagger to the left. He brought down the point with speed and ferocity, straight into the brute's right eye.",the dance on the hill_segment_28.txt," She leaned smack against the tree, and tried to reach around it, right and left, with her murderous claws . But the tree was too stout, and for the moment the hillman was safe . He smiled. Then he frowned."
"

	'What did she do?'

	'She gave her fish sherbet to cool her blood. She put leeches on her chest. She wrote a Koran verse on a piece of paper, lit it, and held it smoking under Azeena's noseâ'",the dance on the hill_segment_6.txt," She gave her fish sherbet to cool her blood. She put leeches on her chest. She wrote a Koran verse on a piece of paper, lit it, and held it smoking under Azeena's noseâ�"
"

	If he had stopped to think he would have known better. But instead of thinking, he dropped his bone and sprang at the Dog in the river, only to find himself swimming for dear life to reach the shore. At last he managed to scramble out, and as he stood sadly thinking about the good bone he had lost, he realized what a stupid Dog he had been.",the dog and his reflection_segment_1.txt," If he had stopped to think he would have known better, he would've known better . But instead of thinking, he dropped his bone and sprang at the Dog in the river, only to find himself swimming for dear life to reach the"
"

	âAs Lucifer, to most people. I think I should not be to you, for you understand me, Sybil, and with you I hope to grow a better man.â",a whisper in the dark_segment_50.txt," ""I think I should not be to you, for you understand me, Sybil, and with you I hope to grow a better manâ"
"

	My patience gave out at this assumption of authority; and I determined to carry matters with a high hand, for they all stood watching me in a way which seemed the height of impertinent curiosity.

	âHe is not my uncle! never has been, and deserves neither respect nor obedience from me! I am the best judge of my own health, and you are not bettering it by contradiction and unnecessary fuss. This is my house, and you will oblige me by leaving it, Dr. Karnac; this is my room, and I insist on being left in peace immediately.â",a whisper in the dark_segment_125.txt," Dr. Karnac was not my uncle! never has been, and deserves neither respect nor obedience from me! I am the best judge of my own health, and you are not bettering it by contradiction and fuss ."
"

	And the gardener's boy chopped the Tree into small pieces; there was a whole heap lying there. The wood flamed up splendidly under the large brewing copper, and it sighed so deeply! Each sigh was like a shot.",the fir tree_segment_42.txt," The wood flamed up splendidly under the large brewing copper, and it sighed so deeply! Each sigh was like a shot. The gardener's boy chopped the Tree into small pieces ."
"

	'Yes, Ma'am, yes; the Doctor's fixed everything; I'm goin' with a friend of his; my papers are all right, an' I'm as happy as I can be till I find'----

	He stopped there; then went on, with a glance into the room,--

	'I'm glad I didn't do it, an' I thank yer, Ma'am, fer hinderin' me,--thank yer hearty; but I'm afraid I hate him jest the same.'",the brothers_segment_63.txt," The Doctor's fixed everything; I'm goin' with a friend of his; my papers are all right, an' I'm as happy as I can be till I find'----'I'm glad I didn't do it"
"

	Then he turned to the Fox.

	'You divide it,' he roared angrily.

	The Fox wasted no time in talking. He quickly piled all the game into one great heap. From this he took a very small portion for himself, such undesirable bits as the horns and hoofs of a mountain goat, and the end of an ox tail.",the lion the ass and the fox_segment_2.txt," The Fox quickly piled all the game into one great heap . From this he took a very small portion for himself, such undesirable bits as the horns and hoofs of a mountain goat ."
"

	O human race, canst thou grasp the happiness of such a minute of consciousness, this penetration of the soul by its mission, the moment in which all dejection, and every woundâeven those caused by one's own faultâis changed into health and strength and clearnessâwhen discord is converted to harmonyâthe minute in which men seem to recognize the manifestation of the heavenly grace in one man, and feel how this one imparts it to all?",the thorny road of honor_segment_18.txt," ""When discord is converted to harmonyâ,"" says the author . ""O human race, canst thou grasp the happiness of such a minute of consciousness,"" he asks ."
"

	âCosy nest this,â said Mr. Jaffrey, glancing complacently over the apartment. âWhat is more cheerful, now, in the fall of the year, than an open wood-fire? Do you hear those little chirps and twitters coming out of that piece of apple-wood? Those are the ghosts of the robins and bluebirds that sang upon the bough when it was in blossom last spring. In summer whole flocks of them come fluttering about the fruit trees under the window; so I have singing birds all the year round. I take it very easy here, I can tell you, summer and winter. Not much society. Tobias is not, perhaps, what one would term a great intellectual force, but he means well. Heâs a realist, believes in coming down to what he calls âthe hard pan;â but his heart is in the right place, and heâs very kind to me. The wisest thing I ever did in my life was to sell out my grain business over at Kââ, thirteen years ago, and settle down at the Corners. When a man has made a competency, what does he want more? Besides, at that time an event occurred which destroyed any ambition I may have had,âMehetabel died.â",miss mehetabels son_segment_10.txt," The wisest thing I ever did in my life was to sell out my grain business over at KâThe Corners, 13 years ago, and settle down at the Corners . Tobias is not, perhaps"
"

	A delicious fragrance was now wafted over the wall as of flowers, and the poor boy imagined untold loveliness behind that cruel wall, as he tended the dandelions his mother brought him from the Common, when she had time to stop and gather them; for he loved flowers dearly, and tried to make them out of colored paper, since he could have no sweeter sort.",a hole in the wall_segment_20.txt, A delicious fragrance was now wafted over the wall as of flowers . The poor boy imagined untold loveliness behind that cruel wall .
"

	Gr-r-r-r Ã¢â¬â Bang ! Something exploded just at the rear of the car. The soldiers ducked, and one of them pushed him in the stomach and swore.

	' An ugly-looking lout,' he thought. ' If I w^as twenty years younger I'd give him a punch in the eye that 'ud make him sit up.'",a source of irritation_segment_38.txt," Something exploded just at the rear of the car . The soldiers ducked, and one of them pushed him in the stomach and swore . 'If I w^as twenty years younger I'd give him a punch in the eye that '"
"

	âIs any of my property in this part of the country, Guy? Do you know I am as ignorant as a baby about my own affairs; for, as long as every whim was gratified and my purse full, I left the rest to madame and uncle, though the first hadnât a bit of judgment, and the last I scarcely knew. I never cared to ask questions before, but now I am intensely curious to know how matters stand.â",a whisper in the dark_segment_41.txt," Is any of my property in this part of the country, Guy? Do you know I am as ignorant as a baby about my own affairs? For, as long as every whim was gratified and my purse full, I left the"
"

	For two months he lived in his fool's paradise, and then he knew that the book must end. He nerved himself to nurse the little girl through her wasting illness, and when he clasped her hands, his own shook, his knees trembled. Desolation settled upon the house, and he wished he had left one corner of it to which he could retreat unhaunted by the child's presence. He took long tramps, avoiding the river with a sensation next to panic. It was two days before he got back to his table, and then he had made up his mind to let the boy live. To kill him off, too, was more than his augmented stock of human nature could endure. After all, the lad's death had been purely accidental, wanton. It was just that he should live--with one of the author's inimitable suggestions of future greatness; but, at the end, the parting was almost as bitter as the other. Orth knew then how men feel when their sons go forth to encounter the world and ask no more of the old companionship.",the bell in the fog_segment_23.txt," Orth knew how men feel when their sons go forth to encounter the world and ask no more of the old companionship . Orth knew then how men . knew how . their sons went forth, and asked no more ."
"

	'All right!' he blurted out; 'give me my jacket. Have you put the buttons on? No fear! I know you too well!'",the little angel_segment_16.txt, 'All right!' he blurts out; 'give me my jacket. Have you put the buttons on? No fear! I know you too well!'
"

	They passed roses and fresh beech trees, but the perfume of the elder tree was stronger than all, for its flowers hung round the little maiden's heart, against which the boy so often leaned his head during their flight.",elder tree mother_segment_26.txt," They passed roses and fresh beech trees, but the perfume of the elder tree was stronger than all, for its flowers hung round the little maiden's heart ."
"

	'Yes, dear; when you oblige me, I am happy to please you.'

	'I'm glad I decided to be good; now I shall have a lovely time,' said Kitty to herself, as she trotted away with a basket in one hand, a bundle in the other, and some money in her pocket for a poor old woman who needed help.",the skipping shoes_segment_21.txt," Kitty trotted away with a basket in one hand, a bundle in the other, and some money in her pocket for a poor old woman who needed help . 'I'm glad I decided to be good; now I shall have a"
"

	               Add  Soup on a Sausage-Peg to your library.     ",soup on a sausage peg_segment_45.txt, Add Soup on a Sausage-Peg to your library's library .
"

	'My God!'

	M. Cesar experienced an awful feeling of disintegration. The cigar fell from his relaxed hand and he sagged as far back in the chair as its uncompromising back would permit. He stared at the contents of the drawer throughout a long moment while he shivered with the impression that the waters of death were rising in that bleak and horribly silent room. But at the end of those sixty indelible seconds he sat very erect and the angry color rushed to his face.",the sacrificial alter_segment_96.txt, Cesar experienced an awful feeling of disintegration . The cigar fell from his relaxed hand and he sagged as far back in the chair as its uncompromising back would permit . He stared at the contents of the drawer throughout a long moment
"

	10. The dull, gray Book, or the Simple Annals of John Gardensass. A Careful Study of American Life.",the fable of the man who didnt care for storybooks_segment_8.txt," The dull, gray Book, or the Simple Annals of John Gardensass. A Careful Study of American Life."
"

	'You shall tell me by and by when we are in town. I am sure you will come, and meanwhile don't forget me.'",a country christmas_segment_135.txt," 'You shall tell me by and by when we are in town. I am sure you will come, and meanwhile don't forget me'"
"

	From the captain's lips there came a long faint sight, and nothing but a flutter of the eyelids showed that he still lived. A strange stillness filled the room as the elder brother held the younger's life suspended in his hand, while wavering between a dim hope and a deadly hate. In the whirl of thoughts that went on in my brain, only one was clear enough to act upon. I must prevent murder, if I could,--but how? What could I do up there alone, locked in with a dying man and a lunatic?--for any mind yielded utterly to any unrighteous impulse is mad while the impulse rules it. Strength I had not, nor much courage, neither time nor wit for stratagem, and chance only could bring me help before it was too late. But one weapon I possessed,--a tongue,--often a woman's best defense; and sympathy, stronger than fear, gave me power to use it. What I said Heaven only knows, but surely Heaven helped me; words burned on my lips, tears streamed from my eyes, and some good angel prompted me to use the one name that had power to arrest my hearer's hand and touch his heart. For at that moment I heartily believed that Lucy lived, and this earnest faith roused in him a like belief.",the brothers_segment_53.txt," From the captain's lips there came a long faint sight, and nothing but a flutter of the eyelids showed that he still lived . A strange stillness filled the room as the elder brother held the younger's life suspended in his"
